val_loss,val_mIoU,val_F1,val_OA,epoch,step,train_loss,train_mIoU,train_F1,train_OA
2.2854928970336914,0.1657048499926464,0.26777143625382055,0.36688639866664613,0,7,,,,
,,,,0,7,2.4872279167175293,0.11720289291595372,0.1999286066369388,0.26586363050672684
2.080594539642334,0.2345148594934891,0.34580605394332575,0.5121482375270658,1,15,,,,
,,,,1,15,2.108642339706421,0.22257297263679007,0.3374884607242407,0.46305423312716915
1.852471113204956,0.3092267836520624,0.41466237750612,0.6571621661988875,2,23,,,,
,,,,2,23,1.9859850406646729,0.291031195962312,0.40900283728233955,0.5918655395507799
